,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
13482,India,Bell Peppers,2007,27079,1083,27422.77,26.27
13483,India,Bell Peppers,2007,27079,1083,27422.77,25.44
13484,India,Bell Peppers,2007,27079,1083,27422.77,24.6
13485,India,Bell Peppers,2007,27079,1083,27422.77,26.39
13486,India,Bell Peppers,2007,27079,1083,27422.77,26.15
13487,India,Bell Peppers,2007,27079,1083,27422.77,25.59
13488,India,Bell Peppers,2007,27079,1083,27422.77,25.58
13489,India,Bell Peppers,2007,27079,1083,27422.77,27.23
13490,India,Bell Peppers,2007,27079,1083,27422.77,24.59
13491,India,Bell Peppers,2007,27079,1083,27422.77,27.31
13492,India,Bell Peppers,2007,27079,1083,27422.77,27.31
13493,India,Bell Peppers,2007,27079,1083,27422.77,25.82
13494,India,Potatoes,2008,335407,1083,14485.33,25.57
13495,India,Potatoes,2008,335407,1083,14485.33,27.05
13496,India,Potatoes,2008,335407,1083,14485.33,25.78
13497,India,Potatoes,2008,335407,1083,14485.33,24.25
13498,India,Potatoes,2008,335407,1083,14485.33,25.35
13499,India,Potatoes,2008,335407,1083,14485.33,25.65
13500,India,Potatoes,2008,335407,1083,14485.33,25.68
13501,India,Potatoes,2008,335407,1083,14485.33,26.52
13502,India,Potatoes,2008,335407,1083,14485.33,27.45
13503,India,Potatoes,2008,335407,1083,14485.33,25.3
13504,India,Potatoes,2008,335407,1083,14485.33,25.88
13505,India,Potatoes,2008,335407,1083,14485.33,25.11
13506,India,Potatoes,2008,335407,1083,14485.33,24.25
13507,India,Potatoes,2008,335407,1083,14485.33,26.19
13508,India,Potatoes,2008,335407,1083,14485.33,25.68
13509,India,Potatoes,2008,335407,1083,14485.33,25.56
13510,India,Potatoes,2008,335407,1083,14485.33,25.23
13511,India,Potatoes,2008,335407,1083,14485.33,26.51
13512,India,Potatoes,2008,335407,1083,14485.33,24.51
13513,India,Potatoes,2008,335407,1083,14485.33,26.83
13514,India,Potatoes,2008,335407,1083,14485.33,26.83
13515,India,Potatoes,2008,335407,1083,14485.33,25.66
13516,India,Tomatoes,2008,24140,1083,14485.33,25.57
13517,India,Tomatoes,2008,24140,1083,14485.33,27.05
13518,India,Tomatoes,2008,24140,1083,14485.33,25.78
13519,India,Tomatoes,2008,24140,1083,14485.33,24.25
13520,India,Tomatoes,2008,24140,1083,14485.33,25.35
13521,India,Tomatoes,2008,24140,1083,14485.33,25.65
13522,India,Tomatoes,2008,24140,1083,14485.33,25.68
13523,India,Tomatoes,2008,24140,1083,14485.33,26.52
13524,India,Tomatoes,2008,24140,1083,14485.33,27.45
13525,India,Tomatoes,2008,24140,1083,14485.33,25.3
13526,India,Tomatoes,2008,24140,1083,14485.33,25.88
13527,India,Tomatoes,2008,24140,1083,14485.33,25.11
13528,India,Tomatoes,2008,24140,1083,14485.33,24.25
13529,India,Tomatoes,2008,24140,1083,14485.33,26.19
13530,India,Tomatoes,2008,24140,1083,14485.33,25.68
13531,India,Tomatoes,2008,24140,1083,14485.33,25.56
13532,India,Tomatoes,2008,24140,1083,14485.33,25.23
13533,India,Tomatoes,2008,24140,1083,14485.33,26.51
13534,India,Tomatoes,2008,24140,1083,14485.33,24.51
13535,India,Tomatoes,2008,24140,1083,14485.33,26.83
13536,India,Tomatoes,2008,24140,1083,14485.33,26.83
13537,India,Tomatoes,2008,24140,1083,14485.33,25.66
13538,India,Potatoes,2008,192973,1083,14485.33,25.57
13539,India,Potatoes,2008,192973,1083,14485.33,27.05
13540,India,Potatoes,2008,192973,1083,14485.33,25.78
13541,India,Potatoes,2008,192973,1083,14485.33,24.25
13542,India,Potatoes,2008,192973,1083,14485.33,25.35
13543,India,Potatoes,2008,192973,1083,14485.33,25.65
13544,India,Potatoes,2008,192973,1083,14485.33,25.68
13545,India,Potatoes,2008,192973,1083,14485.33,26.52
13546,India,Potatoes,2008,192973,1083,14485.33,27.45
13547,India,Potatoes,2008,192973,1083,14485.33,25.3
13548,India,Potatoes,2008,192973,1083,14485.33,25.88
13549,India,Potatoes,2008,192973,1083,14485.33,25.11
13550,India,Potatoes,2008,192973,1083,14485.33,24.25
13551,India,Potatoes,2008,192973,1083,14485.33,26.19
13552,India,Potatoes,2008,192973,1083,14485.33,25.68
13553,India,Potatoes,2008,192973,1083,14485.33,25.56
13554,India,Potatoes,2008,192973,1083,14485.33,25.23
13555,India,Potatoes,2008,192973,1083,14485.33,26.51
13556,India,Potatoes,2008,192973,1083,14485.33,24.51
13557,India,Potatoes,2008,192973,1083,14485.33,26.83
13558,India,Potatoes,2008,192973,1083,14485.33,26.83
13559,India,Potatoes,2008,192973,1083,14485.33,25.66
13560,India,Carrots,2008,32509,1083,14485.33,25.57
13561,India,Carrots,2008,32509,1083,14485.33,27.05
13562,India,Carrots,2008,32509,1083,14485.33,25.78
13563,India,Carrots,2008,32509,1083,14485.33,24.25
13564,India,Carrots,2008,32509,1083,14485.33,25.35
13565,India,Carrots,2008,32509,1083,14485.33,25.65
13566,India,Carrots,2008,32509,1083,14485.33,25.68
13567,India,Carrots,2008,32509,1083,14485.33,26.52
13568,India,Carrots,2008,32509,1083,14485.33,27.45
13569,India,Carrots,2008,32509,1083,14485.33,25.3
13570,India,Carrots,2008,32509,1083,14485.33,25.88
13571,India,Carrots,2008,32509,1083,14485.33,25.11
13572,India,Carrots,2008,32509,1083,14485.33,24.25
13573,India,Carrots,2008,32509,1083,14485.33,26.19
13574,India,Carrots,2008,32509,1083,14485.33,25.68
13575,India,Carrots,2008,32509,1083,14485.33,25.56
13576,India,Carrots,2008,32509,1083,14485.33,25.23
13577,India,Carrots,2008,32509,1083,14485.33,26.51
13578,India,Carrots,2008,32509,1083,14485.33,24.51
13579,India,Carrots,2008,32509,1083,14485.33,26.83
13580,India,Carrots,2008,32509,1083,14485.33,26.83
13581,India,Carrots,2008,32509,1083,14485.33,25.66
13582,India,Broccoli,2008,10209,1083,14485.33,25.57
13583,India,Broccoli,2008,10209,1083,14485.33,27.05
13584,India,Broccoli,2008,10209,1083,14485.33,25.78
13585,India,Broccoli,2008,10209,1083,14485.33,24.25
13586,India,Broccoli,2008,10209,1083,14485.33,25.35
13587,India,Broccoli,2008,10209,1083,14485.33,25.65
13588,India,Broccoli,2008,10209,1083,14485.33,25.68
13589,India,Broccoli,2008,10209,1083,14485.33,26.52
13590,India,Broccoli,2008,10209,1083,14485.33,27.45
13591,India,Broccoli,2008,10209,1083,14485.33,25.3
13592,India,Broccoli,2008,10209,1083,14485.33,25.88
13593,India,Broccoli,2008,10209,1083,14485.33,25.11
13594,India,Broccoli,2008,10209,1083,14485.33,24.25
13595,India,Broccoli,2008,10209,1083,14485.33,26.19
13596,India,Broccoli,2008,10209,1083,14485.33,25.68
13597,India,Broccoli,2008,10209,1083,14485.33,25.56
13598,India,Broccoli,2008,10209,1083,14485.33,25.23
13599,India,Broccoli,2008,10209,1083,14485.33,26.51
13600,India,Broccoli,2008,10209,1083,14485.33,24.51
13601,India,Broccoli,2008,10209,1083,14485.33,26.83
13602,India,Broccoli,2008,10209,1083,14485.33,26.83
13603,India,Broccoli,2008,10209,1083,14485.33,25.66
13604,India,Cucumbers,2008,10415,1083,14485.33,25.57
13605,India,Cucumbers,2008,10415,1083,14485.33,27.05
13606,India,Cucumbers,2008,10415,1083,14485.33,25.78
13607,India,Cucumbers,2008,10415,1083,14485.33,24.25
13608,India,Cucumbers,2008,10415,1083,14485.33,25.35
13609,India,Cucumbers,2008,10415,1083,14485.33,25.65
13610,India,Cucumbers,2008,10415,1083,14485.33,25.68
13611,India,Cucumbers,2008,10415,1083,14485.33,26.52
13612,India,Cucumbers,2008,10415,1083,14485.33,27.45
13613,India,Cucumbers,2008,10415,1083,14485.33,25.3
13614,India,Cucumbers,2008,10415,1083,14485.33,25.88
13615,India,Cucumbers,2008,10415,1083,14485.33,25.11
13616,India,Cucumbers,2008,10415,1083,14485.33,24.25
13617,India,Cucumbers,2008,10415,1083,14485.33,26.19
13618,India,Cucumbers,2008,10415,1083,14485.33,25.68
13619,India,Cucumbers,2008,10415,1083,14485.33,25.56
13620,India,Cucumbers,2008,10415,1083,14485.33,25.23
13621,India,Cucumbers,2008,10415,1083,14485.33,26.51
13622,India,Cucumbers,2008,10415,1083,14485.33,24.51
13623,India,Cucumbers,2008,10415,1083,14485.33,26.83
13624,India,Cucumbers,2008,10415,1083,14485.33,26.83
13625,India,Cucumbers,2008,10415,1083,14485.33,25.66
13626,India,Spinach,2008,88943,1083,14485.33,25.57
13627,India,Spinach,2008,88943,1083,14485.33,27.05
13628,India,Spinach,2008,88943,1083,14485.33,25.78
13629,India,Spinach,2008,88943,1083,14485.33,24.25
13630,India,Spinach,2008,88943,1083,14485.33,25.35
13631,India,Spinach,2008,88943,1083,14485.33,25.65
13632,India,Spinach,2008,88943,1083,14485.33,25.68
13633,India,Spinach,2008,88943,1083,14485.33,26.52
13634,India,Spinach,2008,88943,1083,14485.33,27.45
13635,India,Spinach,2008,88943,1083,14485.33,25.3
13636,India,Spinach,2008,88943,1083,14485.33,25.88
13637,India,Spinach,2008,88943,1083,14485.33,25.11
13638,India,Spinach,2008,88943,1083,14485.33,24.25
13639,India,Spinach,2008,88943,1083,14485.33,26.19
13640,India,Spinach,2008,88943,1083,14485.33,25.68
13641,India,Spinach,2008,88943,1083,14485.33,25.56
13642,India,Spinach,2008,88943,1083,14485.33,25.23
13643,India,Spinach,2008,88943,1083,14485.33,26.51
13644,India,Spinach,2008,88943,1083,14485.33,24.51
13645,India,Spinach,2008,88943,1083,14485.33,26.83
13646,India,Spinach,2008,88943,1083,14485.33,26.83
13647,India,Spinach,2008,88943,1083,14485.33,25.66
13648,India,Bell Peppers,2008,28022,1083,14485.33,25.57
13649,India,Bell Peppers,2008,28022,1083,14485.33,27.05
13650,India,Bell Peppers,2008,28022,1083,14485.33,25.78
13651,India,Bell Peppers,2008,28022,1083,14485.33,24.25
13652,India,Bell Peppers,2008,28022,1083,14485.33,25.35
13653,India,Bell Peppers,2008,28022,1083,14485.33,25.65
13654,India,Bell Peppers,2008,28022,1083,14485.33,25.68
13655,India,Bell Peppers,2008,28022,1083,14485.33,26.52
13656,India,Bell Peppers,2008,28022,1083,14485.33,27.45
13657,India,Bell Peppers,2008,28022,1083,14485.33,25.3
13658,India,Bell Peppers,2008,28022,1083,14485.33,25.88
13659,India,Bell Peppers,2008,28022,1083,14485.33,25.11
13660,India,Bell Peppers,2008,28022,1083,14485.33,24.25
13661,India,Bell Peppers,2008,28022,1083,14485.33,26.19
13662,India,Bell Peppers,2008,28022,1083,14485.33,25.68
13663,India,Bell Peppers,2008,28022,1083,14485.33,25.56
13664,India,Bell Peppers,2008,28022,1083,14485.33,25.23
13665,India,Bell Peppers,2008,28022,1083,14485.33,26.51
13666,India,Bell Peppers,2008,28022,1083,14485.33,24.51
13667,India,Bell Peppers,2008,28022,1083,14485.33,26.83
13668,India,Bell Peppers,2008,28022,1083,14485.33,26.83
13669,India,Bell Peppers,2008,28022,1083,14485.33,25.66
13670,India,Potatoes,2009,343433,1083,28707.01,26.55
13671,India,Potatoes,2009,343433,1083,28707.01,28.1
13672,India,Potatoes,2009,343433,1083,28707.01,26.76
13673,India,Potatoes,2009,343433,1083,28707.01,24.87
13674,India,Potatoes,2009,343433,1083,28707.01,25.73
13675,India,Potatoes,2009,343433,1083,28707.01,26.68
13676,India,Potatoes,2009,343433,1083,28707.01,26.55
13677,India,Potatoes,2009,343433,1083,28707.01,27.15
13678,India,Potatoes,2009,343433,1083,28707.01,28.03
13679,India,Potatoes,2009,343433,1083,28707.01,26.41
13680,India,Potatoes,2009,343433,1083,28707.01,26.92
13681,India,Potatoes,2009,343433,1083,28707.01,25.99
13682,India,Potatoes,2009,343433,1083,28707.01,24.87
13683,India,Potatoes,2009,343433,1083,28707.01,27.14
13684,India,Potatoes,2009,343433,1083,28707.01,26.55
13685,India,Potatoes,2009,343433,1083,28707.01,26.31
13686,India,Potatoes,2009,343433,1083,28707.01,25.87
13687,India,Potatoes,2009,343433,1083,28707.01,27.43
13688,India,Potatoes,2009,343433,1083,28707.01,25.38
13689,India,Potatoes,2009,343433,1083,28707.01,27.82
13690,India,Potatoes,2009,343433,1083,28707.01,27.82
13691,India,Potatoes,2009,343433,1083,28707.01,26.55
13692,India,Tomatoes,2009,20238,1083,28707.01,26.55
13693,India,Tomatoes,2009,20238,1083,28707.01,28.1
13694,India,Tomatoes,2009,20238,1083,28707.01,26.76
13695,India,Tomatoes,2009,20238,1083,28707.01,24.87
13696,India,Tomatoes,2009,20238,1083,28707.01,25.73
13697,India,Tomatoes,2009,20238,1083,28707.01,26.68
13698,India,Tomatoes,2009,20238,1083,28707.01,26.55
13699,India,Tomatoes,2009,20238,1083,28707.01,27.15
13700,India,Tomatoes,2009,20238,1083,28707.01,28.03
13701,India,Tomatoes,2009,20238,1083,28707.01,26.41
13702,India,Tomatoes,2009,20238,1083,28707.01,26.92
13703,India,Tomatoes,2009,20238,1083,28707.01,25.99
13704,India,Tomatoes,2009,20238,1083,28707.01,24.87
13705,India,Tomatoes,2009,20238,1083,28707.01,27.14
13706,India,Tomatoes,2009,20238,1083,28707.01,26.55
13707,India,Tomatoes,2009,20238,1083,28707.01,26.31
13708,India,Tomatoes,2009,20238,1083,28707.01,25.87
13709,India,Tomatoes,2009,20238,1083,28707.01,27.43
13710,India,Tomatoes,2009,20238,1083,28707.01,25.38
13711,India,Tomatoes,2009,20238,1083,28707.01,27.82
13712,India,Tomatoes,2009,20238,1083,28707.01,27.82
13713,India,Tomatoes,2009,20238,1083,28707.01,26.55
13714,India,Potatoes,2009,188103,1083,28707.01,26.55
13715,India,Potatoes,2009,188103,1083,28707.01,28.1
13716,India,Potatoes,2009,188103,1083,28707.01,26.76
13717,India,Potatoes,2009,188103,1083,28707.01,24.87
13718,India,Potatoes,2009,188103,1083,28707.01,25.73
13719,India,Potatoes,2009,188103,1083,28707.01,26.68
13720,India,Potatoes,2009,188103,1083,28707.01,26.55
13721,India,Potatoes,2009,188103,1083,28707.01,27.15
13722,India,Potatoes,2009,188103,1083,28707.01,28.03
13723,India,Potatoes,2009,188103,1083,28707.01,26.41
13724,India,Potatoes,2009,188103,1083,28707.01,26.92
13725,India,Potatoes,2009,188103,1083,28707.01,25.99
13726,India,Potatoes,2009,188103,1083,28707.01,24.87
13727,India,Potatoes,2009,188103,1083,28707.01,27.14
13728,India,Potatoes,2009,188103,1083,28707.01,26.55
13729,India,Potatoes,2009,188103,1083,28707.01,26.31
13730,India,Potatoes,2009,188103,1083,28707.01,25.87
13731,India,Potatoes,2009,188103,1083,28707.01,27.43
13732,India,Potatoes,2009,188103,1083,28707.01,25.38
13733,India,Potatoes,2009,188103,1083,28707.01,27.82
13734,India,Potatoes,2009,188103,1083,28707.01,27.82
13735,India,Potatoes,2009,188103,1083,28707.01,26.55
13736,India,Carrots,2009,32366,1083,28707.01,26.55
13737,India,Carrots,2009,32366,1083,28707.01,28.1
13738,India,Carrots,2009,32366,1083,28707.01,26.76
13739,India,Carrots,2009,32366,1083,28707.01,24.87
13740,India,Carrots,2009,32366,1083,28707.01,25.73
13741,India,Carrots,2009,32366,1083,28707.01,26.68
13742,India,Carrots,2009,32366,1083,28707.01,26.55
13743,India,Carrots,2009,32366,1083,28707.01,27.15
13744,India,Carrots,2009,32366,1083,28707.01,28.03
13745,India,Carrots,2009,32366,1083,28707.01,26.41
13746,India,Carrots,2009,32366,1083,28707.01,26.92
13747,India,Carrots,2009,32366,1083,28707.01,25.99
13748,India,Carrots,2009,32366,1083,28707.01,24.87
13749,India,Carrots,2009,32366,1083,28707.01,27.14
13750,India,Carrots,2009,32366,1083,28707.01,26.55
13751,India,Carrots,2009,32366,1083,28707.01,26.31
13752,India,Carrots,2009,32366,1083,28707.01,25.87
13753,India,Carrots,2009,32366,1083,28707.01,27.43
13754,India,Carrots,2009,32366,1083,28707.01,25.38
13755,India,Carrots,2009,32366,1083,28707.01,27.82
13756,India,Carrots,2009,32366,1083,28707.01,27.82
13757,India,Carrots,2009,32366,1083,28707.01,26.55
13758,India,Broccoli,2009,9621,1083,28707.01,26.55
13759,India,Broccoli,2009,9621,1083,28707.01,28.1
13760,India,Broccoli,2009,9621,1083,28707.01,26.76
13761,India,Broccoli,2009,9621,1083,28707.01,24.87
13762,India,Broccoli,2009,9621,1083,28707.01,25.73
13763,India,Broccoli,2009,9621,1083,28707.01,26.68
13764,India,Broccoli,2009,9621,1083,28707.01,26.55
13765,India,Broccoli,2009,9621,1083,28707.01,27.15
13766,India,Broccoli,2009,9621,1083,28707.01,28.03
13767,India,Broccoli,2009,9621,1083,28707.01,26.41
13768,India,Broccoli,2009,9621,1083,28707.01,26.92
13769,India,Broccoli,2009,9621,1083,28707.01,25.99
13770,India,Broccoli,2009,9621,1083,28707.01,24.87
13771,India,Broccoli,2009,9621,1083,28707.01,27.14
13772,India,Broccoli,2009,9621,1083,28707.01,26.55
13773,India,Broccoli,2009,9621,1083,28707.01,26.31
13774,India,Broccoli,2009,9621,1083,28707.01,25.87
13775,India,Broccoli,2009,9621,1083,28707.01,27.43
13776,India,Broccoli,2009,9621,1083,28707.01,25.38
13777,India,Broccoli,2009,9621,1083,28707.01,27.82
13778,India,Broccoli,2009,9621,1083,28707.01,27.82
13779,India,Broccoli,2009,9621,1083,28707.01,26.55
13780,India,Cucumbers,2009,10236,1083,28707.01,26.55
13781,India,Cucumbers,2009,10236,1083,28707.01,28.1
13782,India,Cucumbers,2009,10236,1083,28707.01,26.76
13783,India,Cucumbers,2009,10236,1083,28707.01,24.87
13784,India,Cucumbers,2009,10236,1083,28707.01,25.73
13785,India,Cucumbers,2009,10236,1083,28707.01,26.68
13786,India,Cucumbers,2009,10236,1083,28707.01,26.55
13787,India,Cucumbers,2009,10236,1083,28707.01,27.15
13788,India,Cucumbers,2009,10236,1083,28707.01,28.03
13789,India,Cucumbers,2009,10236,1083,28707.01,26.41
13790,India,Cucumbers,2009,10236,1083,28707.01,26.92
13791,India,Cucumbers,2009,10236,1083,28707.01,25.99
13792,India,Cucumbers,2009,10236,1083,28707.01,24.87
13793,India,Cucumbers,2009,10236,1083,28707.01,27.14
13794,India,Cucumbers,2009,10236,1083,28707.01,26.55
13795,India,Cucumbers,2009,10236,1083,28707.01,26.31
13796,India,Cucumbers,2009,10236,1083,28707.01,25.87
13797,India,Cucumbers,2009,10236,1083,28707.01,27.43
13798,India,Cucumbers,2009,10236,1083,28707.01,25.38
13799,India,Cucumbers,2009,10236,1083,28707.01,27.82
13800,India,Cucumbers,2009,10236,1083,28707.01,27.82
13801,India,Cucumbers,2009,10236,1083,28707.01,26.55
13802,India,Spinach,2009,90080,1083,28707.01,26.55
13803,India,Spinach,2009,90080,1083,28707.01,28.1
13804,India,Spinach,2009,90080,1083,28707.01,26.76
13805,India,Spinach,2009,90080,1083,28707.01,24.87
13806,India,Spinach,2009,90080,1083,28707.01,25.73
13807,India,Spinach,2009,90080,1083,28707.01,26.68
13808,India,Spinach,2009,90080,1083,28707.01,26.55
13809,India,Spinach,2009,90080,1083,28707.01,27.15
13810,India,Spinach,2009,90080,1083,28707.01,28.03
13811,India,Spinach,2009,90080,1083,28707.01,26.41
13812,India,Spinach,2009,90080,1083,28707.01,26.92
13813,India,Spinach,2009,90080,1083,28707.01,25.99
13814,India,Spinach,2009,90080,1083,28707.01,24.87
13815,India,Spinach,2009,90080,1083,28707.01,27.14
13816,India,Spinach,2009,90080,1083,28707.01,26.55
13817,India,Spinach,2009,90080,1083,28707.01,26.31
13818,India,Spinach,2009,90080,1083,28707.01,25.87
13819,India,Spinach,2009,90080,1083,28707.01,27.43
13820,India,Spinach,2009,90080,1083,28707.01,25.38
13821,India,Spinach,2009,90080,1083,28707.01,27.82
13822,India,Spinach,2009,90080,1083,28707.01,27.82
13823,India,Spinach,2009,90080,1083,28707.01,26.55
13824,India,Bell Peppers,2009,29071,1083,28707.01,26.55
13825,India,Bell Peppers,2009,29071,1083,28707.01,28.1
13826,India,Bell Peppers,2009,29071,1083,28707.01,26.76
13827,India,Bell Peppers,2009,29071,1083,28707.01,24.87
13828,India,Bell Peppers,2009,29071,1083,28707.01,25.73
13829,India,Bell Peppers,2009,29071,1083,28707.01,26.68
13830,India,Bell Peppers,2009,29071,1083,28707.01,26.55
13831,India,Bell Peppers,2009,29071,1083,28707.01,27.15
13832,India,Bell Peppers,2009,29071,1083,28707.01,28.03
13833,India,Bell Peppers,2009,29071,1083,28707.01,26.41
13834,India,Bell Peppers,2009,29071,1083,28707.01,26.92
13835,India,Bell Peppers,2009,29071,1083,28707.01,25.99
13836,India,Bell Peppers,2009,29071,1083,28707.01,24.87
13837,India,Bell Peppers,2009,29071,1083,28707.01,27.14
13838,India,Bell Peppers,2009,29071,1083,28707.01,26.55
13839,India,Bell Peppers,2009,29071,1083,28707.01,26.31
13840,India,Bell Peppers,2009,29071,1083,28707.01,25.87
13841,India,Bell Peppers,2009,29071,1083,28707.01,27.43
13842,India,Bell Peppers,2009,29071,1083,28707.01,25.38
13843,India,Bell Peppers,2009,29071,1083,28707.01,27.82
13844,India,Bell Peppers,2009,29071,1083,28707.01,27.82
13845,India,Bell Peppers,2009,29071,1083,28707.01,26.55
13846,India,Potatoes,2010,347555,1083,40093.69,26.51
13847,India,Potatoes,2010,347555,1083,40093.69,28.02
13848,India,Potatoes,2010,347555,1083,40093.69,26.81
13849,India,Potatoes,2010,347555,1083,40093.69,24.98
13850,India,Potatoes,2010,347555,1083,40093.69,25.71
13851,India,Potatoes,2010,347555,1083,40093.69,26.61
13852,India,Potatoes,2010,347555,1083,40093.69,26.52
13853,India,Potatoes,2010,347555,1083,40093.69,27.29
13854,India,Potatoes,2010,347555,1083,40093.69,27.69
13855,India,Potatoes,2010,347555,1083,40093.69,26.31
13856,India,Potatoes,2010,347555,1083,40093.69,26.82
13857,India,Potatoes,2010,347555,1083,40093.69,26.02
13858,India,Potatoes,2010,347555,1083,40093.69,24.98
13859,India,Potatoes,2010,347555,1083,40093.69,26.93
13860,India,Potatoes,2010,347555,1083,40093.69,26.52
13861,India,Potatoes,2010,347555,1083,40093.69,26.54
13862,India,Potatoes,2010,347555,1083,40093.69,25.75
13863,India,Potatoes,2010,347555,1083,40093.69,27.16
13864,India,Potatoes,2010,347555,1083,40093.69,25.54
13865,India,Potatoes,2010,347555,1083,40093.69,27.68
13866,India,Potatoes,2010,347555,1083,40093.69,27.68
13867,India,Potatoes,2010,347555,1083,40093.69,26.67
13868,India,Tomatoes,2010,25401,1083,40093.69,26.51
13869,India,Tomatoes,2010,25401,1083,40093.69,28.02
13870,India,Tomatoes,2010,25401,1083,40093.69,26.81
13871,India,Tomatoes,2010,25401,1083,40093.69,24.98
13872,India,Tomatoes,2010,25401,1083,40093.69,25.71
13873,India,Tomatoes,2010,25401,1083,40093.69,26.61
13874,India,Tomatoes,2010,25401,1083,40093.69,26.52
13875,India,Tomatoes,2010,25401,1083,40093.69,27.29
13876,India,Tomatoes,2010,25401,1083,40093.69,27.69
13877,India,Tomatoes,2010,25401,1083,40093.69,26.31
13878,India,Tomatoes,2010,25401,1083,40093.69,26.82
13879,India,Tomatoes,2010,25401,1083,40093.69,26.02
13880,India,Tomatoes,2010,25401,1083,40093.69,24.98
13881,India,Tomatoes,2010,25401,1083,40093.69,26.93
13882,India,Tomatoes,2010,25401,1083,40093.69,26.52
13883,India,Tomatoes,2010,25401,1083,40093.69,26.54
13884,India,Tomatoes,2010,25401,1083,40093.69,25.75
13885,India,Tomatoes,2010,25401,1083,40093.69,27.16
13886,India,Tomatoes,2010,25401,1083,40093.69,25.54
13887,India,Tomatoes,2010,25401,1083,40093.69,27.68
13888,India,Tomatoes,2010,25401,1083,40093.69,27.68
13889,India,Tomatoes,2010,25401,1083,40093.69,26.67
13890,India,Potatoes,2010,199299,1083,40093.69,26.51
13891,India,Potatoes,2010,199299,1083,40093.69,28.02
13892,India,Potatoes,2010,199299,1083,40093.69,26.81
13893,India,Potatoes,2010,199299,1083,40093.69,24.98
13894,India,Potatoes,2010,199299,1083,40093.69,25.71
13895,India,Potatoes,2010,199299,1083,40093.69,26.61
13896,India,Potatoes,2010,199299,1083,40093.69,26.52
13897,India,Potatoes,2010,199299,1083,40093.69,27.29
13898,India,Potatoes,2010,199299,1083,40093.69,27.69
13899,India,Potatoes,2010,199299,1083,40093.69,26.31
13900,India,Potatoes,2010,199299,1083,40093.69,26.82
13901,India,Potatoes,2010,199299,1083,40093.69,26.02
13902,India,Potatoes,2010,199299,1083,40093.69,24.98
13903,India,Potatoes,2010,199299,1083,40093.69,26.93
13904,India,Potatoes,2010,199299,1083,40093.69,26.52
13905,India,Potatoes,2010,199299,1083,40093.69,26.54
13906,India,Potatoes,2010,199299,1083,40093.69,25.75
13907,India,Potatoes,2010,199299,1083,40093.69,27.16
13908,India,Potatoes,2010,199299,1083,40093.69,25.54
13909,India,Potatoes,2010,199299,1083,40093.69,27.68
13910,India,Potatoes,2010,199299,1083,40093.69,27.68
13911,India,Potatoes,2010,199299,1083,40093.69,26.67
13912,India,Carrots,2010,33587,1083,40093.69,26.51
13913,India,Carrots,2010,33587,1083,40093.69,28.02
13914,India,Carrots,2010,33587,1083,40093.69,26.81
13915,India,Carrots,2010,33587,1083,40093.69,24.98
13916,India,Carrots,2010,33587,1083,40093.69,25.71
13917,India,Carrots,2010,33587,1083,40093.69,26.61
13918,India,Carrots,2010,33587,1083,40093.69,26.52
13919,India,Carrots,2010,33587,1083,40093.69,27.29
13920,India,Carrots,2010,33587,1083,40093.69,27.69
13921,India,Carrots,2010,33587,1083,40093.69,26.31
13922,India,Carrots,2010,33587,1083,40093.69,26.82
13923,India,Carrots,2010,33587,1083,40093.69,26.02
13924,India,Carrots,2010,33587,1083,40093.69,24.98
13925,India,Carrots,2010,33587,1083,40093.69,26.93
13926,India,Carrots,2010,33587,1083,40093.69,26.52
13927,India,Carrots,2010,33587,1083,40093.69,26.54
13928,India,Carrots,2010,33587,1083,40093.69,25.75
13929,India,Carrots,2010,33587,1083,40093.69,27.16
13930,India,Carrots,2010,33587,1083,40093.69,25.54
13931,India,Carrots,2010,33587,1083,40093.69,27.68
13932,India,Carrots,2010,33587,1083,40093.69,27.68
13933,India,Carrots,2010,33587,1083,40093.69,26.67
13934,India,Broccoli,2010,8602,1083,40093.69,26.51
13935,India,Broccoli,2010,8602,1083,40093.69,28.02
13936,India,Broccoli,2010,8602,1083,40093.69,26.81
13937,India,Broccoli,2010,8602,1083,40093.69,24.98
13938,India,Broccoli,2010,8602,1083,40093.69,25.71
13939,India,Broccoli,2010,8602,1083,40093.69,26.61
13940,India,Broccoli,2010,8602,1083,40093.69,26.52
13941,India,Broccoli,2010,8602,1083,40093.69,27.29
13942,India,Broccoli,2010,8602,1083,40093.69,27.69
13943,India,Broccoli,2010,8602,1083,40093.69,26.31
13944,India,Broccoli,2010,8602,1083,40093.69,26.82
13945,India,Broccoli,2010,8602,1083,40093.69,26.02
13946,India,Broccoli,2010,8602,1083,40093.69,24.98
13947,India,Broccoli,2010,8602,1083,40093.69,26.93
13948,India,Broccoli,2010,8602,1083,40093.69,26.52
13949,India,Broccoli,2010,8602,1083,40093.69,26.54
13950,India,Broccoli,2010,8602,1083,40093.69,25.75
13951,India,Broccoli,2010,8602,1083,40093.69,27.16
13952,India,Broccoli,2010,8602,1083,40093.69,25.54
13953,India,Broccoli,2010,8602,1083,40093.69,27.68
13954,India,Broccoli,2010,8602,1083,40093.69,27.68
13955,India,Broccoli,2010,8602,1083,40093.69,26.67
13956,India,Cucumbers,2010,13330,1083,40093.69,26.51
13957,India,Cucumbers,2010,13330,1083,40093.69,28.02
13958,India,Cucumbers,2010,13330,1083,40093.69,26.81
